backend,topkek_accuracy,topkek_cer,ms_per_plate
"RapidOCR (ONNXRuntime, pretrained đa ngôn ngữ)",0.34234234234234234,0.34215346298679644,7.202350900902152
"EasyOCR (PyTorch, pretrained tiếng Anh)",0.11711711711711711,0.5186758186758182,16.649370420420748
