thoi_diem,t_unix,nhan,p_tong_w,nhiet_do_c,xung_mhz,quat_rpm,cpu_pct,throttled,p_0v8_aon_w,p_0v8_sw_w,p_1v1_sys_w,p_1v8_sys_w,p_3v3_adc_w,p_3v3_dac_w,p_3v3_sys_w,p_3v7_wl_sw_w,p_ddr_vdd2_w,p_ddr_vddq_w,p_hdmi_w,p_vdd_core_w
2026-09-13T20:31:58.833,1789306318.834,,1.6786,54.5,1500,3983,0.0,0x0,0.00312,0.29641,0.20497,0.30846,0.00282,0.00242,0.16396,0.20968,0.03734,0.00030,0.06789,0.38120
2026-09-13T20:31:59.859,1789306319.860,,1.3881,55.1,1500,3991,0.0,0x0,0.00312,0.21997,0.20573,0.30421,0.00242,0.00201,0.16075,0.00724,0.03347,0.00000,0.06809,0.38107
2026-09-13T20:32:00.886,1789306320.886,,1.3917,55.6,1500,3956,0.0,0x0,0.00297,0.21881,0.20625,0.30413,0.00282,0.00221,0.16723,0.00362,0.03440,0.00000,0.06805,0.38120
2026-09-13T20:32:01.912,1789306321.913,,1.4126,55.6,1500,3963,0.2,0x0,0.00297,0.22037,0.20458,0.30675,0.00282,0.00222,0.19027,0.00000,0.03340,0.00000,0.06805,0.38120
2026-09-13T20:32:02.938,1789306322.939,,1.4045,55.1,1500,3970,0.0,0x0,0.00302,0.21783,0.20612,0.30594,0.00282,0.00222,0.18320,0.00000,0.03208,0.00000,0.06993,0.38134
2026-09-13T20:32:03.965,1789306323.965,,1.3964,56.2,1500,3976,0.0,0x0,0.00311,0.21773,0.20673,0.30247,0.00282,0.00222,0.17059,0.00000,0.04000,0.00000,0.06976,0.38093
2026-09-13T20:32:04.991,1789306324.992,,1.5737,55.6,1500,3978,0.0,0x0,0.00312,0.21421,0.21822,0.30762,0.00201,0.00141,0.16443,0.18322,0.03225,0.00000,0.06611,0.38107
2026-09-13T20:32:06.021,1789306326.022,,1.8864,55.6,1500,3977,0.0,0x0,0.00312,0.21567,0.20532,0.30713,0.00241,0.00141,0.15749,0.20200,0.03124,0.00089,0.06599,0.69370
2026-09-13T20:32:07.048,1789306327.048,,1.7696,55.6,1500,3983,0.2,0x0,0.00297,0.21771,0.20584,0.31215,0.00282,0.00222,0.18009,0.05063,0.03235,0.00000,0.07040,0.69245
2026-09-13T20:32:08.077,1789306328.078,,1.4282,55.6,1500,3988,0.0,0x0,0.00287,0.21695,0.20357,0.30421,0.00242,0.00242,0.15771,0.04712,0.04085,0.00000,0.06875,0.38134
2026-09-13T20:32:09.104,1789306329.104,,1.4782,55.1,1500,3988,0.0,0x0,0.00302,0.24816,0.20566,0.30587,0.00241,0.00242,0.18009,0.05074,0.03025,0.00000,0.06805,0.38148
2026-09-13T20:32:10.130,1789306330.131,,1.3912,55.1,1500,3988,0.2,0x0,0.00312,0.22085,0.20701,0.31163,0.00221,0.00222,0.16079,0.00000,0.03152,0.00000,0.07048,0.38134
2026-09-13T20:32:11.157,1789306331.157,,1.3968,56.2,1500,3997,0.0,0x0,0.00297,0.21607,0.20290,0.31030,0.00322,0.00242,0.16751,0.00000,0.03514,0.00000,0.06864,0.38761
2026-09-13T20:32:12.183,1789306332.183,,1.4207,56.2,1500,3995,0.0,0x0,0.00312,0.21705,0.20639,0.30675,0.00322,0.00242,0.19064,0.00000,0.04515,0.00030,0.06429,0.38134
2026-09-13T20:32:13.209,1789306333.210,,1.5118,56.2,1500,4000,0.0,0x0,0.00297,0.21939,0.28622,0.30440,0.00282,0.00222,0.20254,0.00000,0.03558,0.00000,0.06805,0.38761
2026-09-13T20:32:14.236,1789306334.236,,1.4501,55.6,1500,4004,0.2,0x0,0.00311,0.21929,0.20760,0.31384,0.00322,0.00242,0.17025,0.05427,0.02795,0.00000,0.06677,0.38134
2026-09-13T20:32:15.262,1789306335.262,,1.4592,55.1,1500,4006,0.0,0x0,0.00297,0.21781,0.20518,0.31393,0.00362,0.00222,0.16479,0.05799,0.03624,0.00000,0.06615,0.38831
2026-09-13T20:32:16.288,1789306336.289,,1.6324,55.6,1500,4001,0.2,0x0,0.00302,0.21353,0.21700,0.35944,0.00362,0.00222,0.30516,0.04349,0.03771,0.00000,0.06674,0.38052
2026-09-13T20:32:17.315,1789306337.315,,1.4447,55.1,1500,4003,0.0,0x0,0.00297,0.21783,0.20625,0.30749,0.00282,0.00222,0.17087,0.05074,0.03556,0.00000,0.06677,0.38120
