thoi_diem,t_unix,nhan,p_tong_w,nhiet_do_c,xung_mhz,quat_rpm,cpu_pct,throttled,p_0v8_aon_w,p_0v8_sw_w,p_1v1_sys_w,p_1v8_sys_w,p_3v3_adc_w,p_3v3_dac_w,p_3v3_sys_w,p_3v7_wl_sw_w,p_ddr_vdd2_w,p_ddr_vddq_w,p_hdmi_w,p_vdd_core_w
2026-09-13T21:12:15.814,1789308735.814,,8.9911,70.5,2400,7776,90.6,0xe0000,0.00307,0.23447,0.20889,0.36153,0.00241,0.00322,0.18009,0.03960,0.43983,0.01742,0.06579,7.43483
2026-09-13T21:12:16.841,1789308736.841,,4.1664,71.0,2400,7784,89.2,0xe0000,0.00306,0.31738,0.20740,0.35462,0.00261,0.00323,0.17737,0.00000,0.17103,0.00355,0.06690,2.85925
2026-09-13T21:12:17.874,1789308737.874,,6.7689,70.5,2400,7798,91.1,0xe0000,0.00311,0.34431,0.20781,0.35841,0.00241,0.00262,0.25405,0.00000,0.19350,0.00534,0.06466,5.33269
2026-09-13T21:12:18.906,1789308738.906,,6.7383,72.2,2400,7834,91.1,0xe0000,0.00287,0.33371,0.20573,0.39426,0.00262,0.00323,0.26677,0.01804,0.48604,0.01308,0.06386,4.94808
2026-09-13T21:12:19.939,1789308739.939,,5.7600,70.5,2400,7847,92.5,0xe0000,0.00297,0.26899,0.20518,0.39488,0.00241,0.00242,0.18974,0.05430,0.47007,0.00971,0.06466,4.09470
2026-09-13T21:12:20.966,1789308740.966,,4.6762,71.6,2400,7857,91.5,0xe0000,0.00302,0.25336,0.20781,0.38122,0.00261,0.00241,0.19995,0.06135,0.41642,0.00620,0.06313,3.07871
2026-09-13T21:12:21.999,1789308741.999,,3.1845,71.0,2400,7861,90.4,0xe0000,0.00297,0.24148,0.20882,0.37015,0.00281,0.00282,0.17712,0.19498,0.34429,0.00237,0.06398,1.57268
2026-09-13T21:12:23.031,1789308743.032,,8.2148,71.6,2400,7865,89.7,0xe0000,0.00312,0.25729,0.20733,0.39179,0.00281,0.00282,0.16143,0.18682,0.44996,0.00502,0.06389,6.48248
2026-09-13T21:12:24.062,1789308744.062,,7.1831,73.8,2400,7867,91.2,0xe0000,0.00302,0.25519,0.20451,0.37856,0.00261,0.00262,0.17044,0.21330,0.31827,0.01211,0.06531,5.55715
2026-09-13T21:12:25.094,1789308745.095,,5.8996,72.2,2400,7878,91.4,0xe0000,0.00311,0.31591,0.21914,0.42732,0.00403,0.00242,0.18320,0.20296,0.45283,0.01565,0.06473,4.00827
2026-09-13T21:12:26.131,1789308746.131,,9.3286,72.7,2400,7892,91.7,0xe0000,0.00297,0.32128,0.20701,0.39643,0.00362,0.00282,0.19350,0.22782,0.44813,0.01654,0.06455,7.44396
2026-09-13T21:12:27.167,1789308747.167,,7.0346,73.2,2400,7882,92.3,0xe0000,0.00302,0.22642,0.20552,0.33345,0.00241,0.00242,0.17035,0.18456,0.09916,0.00118,0.06516,5.74094
2026-09-13T21:12:28.194,1789308748.195,,4.2247,72.2,2400,7896,90.2,0xe0000,0.00297,0.33136,0.20747,0.42023,0.00282,0.00282,0.17044,0.18790,0.24294,0.01270,0.06509,2.57798
2026-09-13T21:12:29.223,1789308749.223,,4.2954,72.7,2400,7900,89.6,0xe0000,0.00321,0.31475,0.20027,0.40409,0.00282,0.00282,0.16419,0.04697,0.14605,0.00886,0.06706,2.93426
2026-09-13T21:12:30.254,1789308750.254,,7.5957,71.6,2400,7907,89.9,0xe0000,0.00297,0.31752,0.22115,0.36157,0.00281,0.00242,0.18356,0.04327,0.30917,0.01335,0.06630,6.07162
2026-09-13T21:12:31.286,1789308751.287,,8.4693,73.2,2400,7913,90.7,0xe0000,0.00297,0.37129,0.20591,0.33541,0.00241,0.00242,0.15740,0.02538,0.27062,0.00000,0.06542,7.03004
2026-09-13T21:12:32.323,1789308752.323,,6.8507,73.8,2400,7917,91.9,0xe0000,0.00301,0.34821,0.27510,0.37733,0.00241,0.00242,0.17351,0.00000,0.46917,0.02998,0.06800,5.10153
2026-09-13T21:12:33.356,1789308753.357,,4.5462,71.6,2400,7917,90.5,0xe0000,0.00302,0.36539,0.20673,0.34664,0.00302,0.00161,0.15136,0.16426,0.31267,0.00829,0.06576,2.91744
2026-09-13T21:12:34.386,1789308754.386,,6.5441,73.2,2400,7940,90.0,0xe0000,0.00277,0.26329,0.20573,0.38125,0.00282,0.00161,0.17994,0.19859,0.38028,0.02438,0.06497,4.83848
2026-09-13T21:12:35.418,1789308755.419,,9.1891,73.2,2400,7936,91.2,0xe0000,0.00302,0.31490,0.20889,0.39634,0.00241,0.00181,0.19317,0.20664,0.26693,0.00447,0.06352,7.52702
2026-09-13T21:12:36.455,1789308756.456,,6.0960,73.2,2400,7928,92.0,0xe0000,0.00297,0.21861,0.20605,0.33384,0.00282,0.00282,0.17717,0.19175,0.17522,0.01006,0.06144,4.71323
2026-09-13T21:12:37.482,1789308757.483,,5.1145,72.7,2400,7930,89.9,0xe0000,0.00301,0.22828,0.20712,0.39676,0.00241,0.00242,0.16401,0.16996,0.42624,0.00059,0.06466,3.44900
2026-09-13T21:12:38.515,1789308758.515,,4.5387,73.8,2400,7951,90.2,0xe0000,0.00301,0.31451,0.20518,0.40211,0.00241,0.00161,0.27844,0.19527,0.18605,0.00443,0.06356,2.88208
2026-09-13T21:12:39.551,1789308759.551,,8.1918,73.2,2400,7959,89.7,0xe0000,0.00302,0.27447,0.20767,0.39137,0.00281,0.00282,0.19683,0.05074,0.44676,0.00800,0.06295,6.54439
2026-09-13T21:12:40.586,1789308760.587,,7.6265,74.9,2400,7970,92.0,0xe0000,0.00311,0.27001,0.22166,0.35656,0.00141,0.00141,0.17717,0.21282,0.24272,0.00501,0.06424,6.07035
2026-09-13T21:12:41.621,1789308761.621,,4.8734,73.8,2400,7963,90.5,0xe0000,0.00307,0.25437,0.21822,0.36286,0.00261,0.00181,0.16755,0.19199,0.48819,0.00681,0.06385,3.11202
2026-09-13T21:12:42.657,1789308762.657,,9.3452,74.9,2400,7955,91.0,0xe0000,0.00297,0.23657,0.21111,0.36839,0.00281,0.00282,0.17356,0.01811,0.46855,0.01033,0.06309,7.78685
2026-09-13T21:12:43.686,1789308763.687,,5.2182,73.2,2400,7985,90.7,0xe0000,0.00307,0.22241,0.20733,0.33170,0.00282,0.00282,0.16751,0.05782,0.08368,0.00000,0.06459,4.07448
2026-09-13T21:12:44.723,1789308764.724,,6.6741,74.3,2400,7985,91.8,0xe0000,0.00306,0.31918,0.20518,0.38205,0.00282,0.00141,0.25077,0.21713,0.49018,0.00505,0.06327,4.73400
2026-09-13T21:12:45.763,1789308765.763,,6.4262,74.9,2400,7974,90.8,0xe0000,0.00311,0.24248,0.23888,0.33088,0.00282,0.00282,0.24413,0.00362,0.44811,0.00206,0.06459,4.84273
2026-09-13T21:12:46.796,1789308766.796,,6.4881,74.3,2400,7985,91.3,0xe0000,0.00297,0.27263,0.27473,0.43889,0.00282,0.00242,0.29933,0.22173,0.49014,0.02788,0.06647,4.38813
2026-09-13T21:12:47.831,1789308767.831,,3.7624,73.8,2400,7991,90.4,0xe0000,0.00311,0.26599,0.20532,0.33897,0.00281,0.00282,0.17054,0.16970,0.17222,0.00000,0.06493,2.36600
2026-09-13T21:12:48.862,1789308768.862,,4.8604,74.9,2400,7997,90.7,0xe0000,0.00292,0.38966,0.21778,0.39391,0.00282,0.00242,0.18330,0.22725,0.43012,0.00890,0.06349,2.93779
2026-09-13T21:12:49.890,1789308769.890,,8.6712,74.9,2400,8002,89.2,0xe0000,0.00306,0.23213,0.20788,0.39460,0.00282,0.00242,0.16093,0.21010,0.37441,0.00059,0.06553,7.01671
2026-09-13T21:12:50.923,1789308770.923,,7.7241,75.5,2400,8002,91.0,0xe0000,0.00302,0.26143,0.20532,0.36310,0.00281,0.00242,0.17078,0.18776,0.17535,0.00030,0.06452,6.28733
2026-09-13T21:12:51.950,1789308771.951,,9.2073,74.9,2400,8965,91.4,0xe0000,0.00302,0.22688,0.20477,0.36415,0.00282,0.00181,0.21558,0.17314,0.41034,0.00000,0.06299,7.54179
2026-09-13T21:12:52.986,1789308772.986,,8.6434,74.9,2400,9708,90.5,0xe0000,0.00297,0.26911,0.20566,0.40441,0.00281,0.00181,0.17126,0.00000,0.49102,0.01130,0.06639,7.01671
2026-09-13T21:12:54.016,1789308774.017,,4.9810,75.5,2400,9724,90.0,0xe0000,0.00311,0.25987,0.20875,0.38227,0.00301,0.00141,0.16694,0.05424,0.50566,0.00767,0.06813,3.31996
2026-09-13T21:12:55.045,1789308775.045,,8.4479,75.5,2400,9721,90.0,0xe0000,0.00297,0.31597,0.20712,0.33897,0.00281,0.00282,0.17366,0.21341,0.34398,0.01471,0.06403,6.76749
2026-09-13T21:12:56.079,1789308776.079,,7.5465,75.5,2400,9724,91.4,0xe0000,0.00287,0.29171,0.20774,0.38765,0.00281,0.00242,0.16102,0.18438,0.42225,0.01448,0.06343,5.80571
2026-09-13T21:12:57.110,1789308777.111,,8.9811,76.5,2400,9740,92.2,0xe0000,0.00301,0.22796,0.20799,0.37528,0.00302,0.00282,0.17035,0.02173,0.12882,0.00000,0.06734,7.77280
2026-09-13T21:12:58.146,1789308778.147,,4.8781,74.9,2400,9740,90.3,0xe0000,0.00302,0.26191,0.20760,0.37722,0.00282,0.00161,0.17449,0.05059,0.50143,0.00950,0.06254,3.22540
2026-09-13T21:12:59.179,1789308779.179,,4.7879,74.9,2400,9752,89.9,0xe0000,0.00321,0.31461,0.20747,0.40654,0.00282,0.00181,0.20237,0.21681,0.24401,0.02388,0.06642,3.09797
2026-09-13T21:13:00.210,1789308780.210,,7.3931,76.0,2400,9768,89.6,0xe0000,0.00302,0.29756,0.22029,0.38227,0.00282,0.00242,0.17657,0.20942,0.48265,0.00473,0.06681,5.54457
2026-09-13T21:13:01.238,1789308781.239,,9.1250,75.5,2400,9768,91.2,0xe0000,0.00292,0.24615,0.21822,0.36153,0.00282,0.00241,0.17717,0.18131,0.15049,0.00267,0.06230,7.71706
2026-09-13T21:13:02.268,1789308782.269,,5.4866,77.7,2400,9768,91.9,0xe0000,0.00307,0.24571,0.20747,0.33363,0.00281,0.00282,0.17390,0.18752,0.08458,0.00237,0.06418,4.17855
2026-09-13T21:13:03.296,1789308783.297,,4.3058,76.0,2400,9765,89.5,0xe0000,0.00311,0.25641,0.20788,0.32842,0.00282,0.00141,0.16447,0.00362,0.30693,0.01275,0.06335,2.95462
2026-09-13T21:13:04.330,1789308784.331,,7.0737,74.9,2400,9784,89.8,0xe0000,0.00302,0.25128,0.20861,0.35014,0.00302,0.00161,0.19006,0.07560,0.23856,0.00977,0.06322,5.67878
2026-09-13T21:13:05.357,1789308785.357,,2.0944,72.7,2400,9871,30.1,0xe0000,0.00297,0.22075,0.22022,0.32860,0.00281,0.00242,0.16732,0.20628,0.08976,0.00000,0.06508,0.78819
