thoi_diem,t_unix,nhan,p_tong_w,nhiet_do_c,xung_mhz,cpu_pct,throttled,p_0v8_aon_w,p_0v8_sw_w,p_1v1_sys_w,p_1v8_sys_w,p_3v3_adc_w,p_3v3_dac_w,p_3v3_sys_w,p_3v7_wl_sw_w,p_ddr_vdd2_w,p_ddr_vddq_w,p_hdmi_w,p_vdd_core_w
2026-09-13T13:24:51.638,1789280691.639,,1.3682,50.7,1500,0.0,0x0,0.00312,0.21353,0.20465,0.30462,0.00221,0.00222,0.16447,0.00000,0.04092,0.00000,0.07159,0.36088
2026-09-13T13:24:52.664,1789280692.665,,1.3464,51.8,1500,0.0,0x0,0.00297,0.21695,0.20337,0.29888,0.00282,0.00202,0.15767,0.00363,0.02591,0.00000,0.07119,0.36101
2026-09-13T13:24:53.690,1789280693.691,,1.4337,51.2,1500,0.0,0x0,0.00297,0.21490,0.20559,0.30670,0.00242,0.00242,0.18320,0.04349,0.03973,0.00000,0.07118,0.36114
2026-09-13T13:24:54.717,1789280694.717,,1.5159,51.8,1500,0.0,0x0,0.00297,0.21655,0.28486,0.30537,0.00241,0.00242,0.18310,0.05050,0.03762,0.00000,0.06918,0.36088
2026-09-13T13:24:55.743,1789280695.743,,1.4130,51.2,1500,0.0,0x0,0.00302,0.22065,0.20733,0.30713,0.00241,0.00242,0.16424,0.04714,0.03176,0.00000,0.07237,0.35458
2026-09-13T13:24:56.769,1789280696.769,,1.4193,50.1,1500,0.2,0x0,0.00297,0.21627,0.20223,0.30670,0.00282,0.00242,0.16713,0.04709,0.03567,0.00000,0.07482,0.36114
2026-09-13T13:24:57.795,1789280697.796,,1.3925,50.7,1500,0.0,0x0,0.00307,0.21597,0.21700,0.30670,0.00282,0.00222,0.16116,0.00724,0.04400,0.00000,0.07119,0.36114
2026-09-13T13:24:58.821,1789280698.822,,1.4942,51.2,1500,0.0,0x0,0.00297,0.29590,0.21736,0.31064,0.00241,0.00242,0.19290,0.00724,0.03134,0.00000,0.06932,0.36166
2026-09-13T13:24:59.848,1789280699.848,,1.3990,51.8,1500,0.0,0x0,0.00297,0.21705,0.20411,0.31375,0.00282,0.00222,0.17449,0.00000,0.04739,0.00000,0.07307,0.36114
2026-09-13T13:25:00.878,1789280700.878,,1.6900,51.8,1500,0.5,0x0,0.00307,0.21705,0.20612,0.31116,0.00241,0.00242,0.17025,0.00000,0.03824,0.00000,0.06789,0.67139
2026-09-13T13:25:01.904,1789280701.904,,1.8822,51.2,1500,0.0,0x0,0.00302,0.21793,0.28467,0.31239,0.00241,0.00222,0.25734,0.05409,0.02594,0.00000,0.06914,0.65304
2026-09-13T13:25:02.930,1789280702.931,,2.0953,52.4,1500,0.0,0x0,0.00297,0.21499,0.20625,0.37015,0.00282,0.00242,0.31471,0.20581,0.03404,0.00000,0.07212,0.66897
2026-09-13T13:25:03.971,1789280703.972,,1.6148,51.2,1500,0.2,0x0,0.00302,0.21392,0.20444,0.30971,0.00282,0.00242,0.16718,0.18475,0.04089,0.00000,0.07118,0.41449
2026-09-13T13:25:04.999,1789280705.000,,1.5700,51.8,1500,0.0,0x0,0.00321,0.21979,0.20411,0.31064,0.00242,0.00242,0.18029,0.18442,0.03347,0.00000,0.07471,0.35458
2026-09-13T13:25:06.025,1789280706.026,,1.3637,51.8,1500,0.2,0x0,0.00297,0.22007,0.20584,0.30247,0.00282,0.00222,0.15475,0.00000,0.03870,0.00000,0.07242,0.36140
2026-09-13T13:25:07.052,1789280707.052,,1.3781,50.7,1500,0.0,0x0,0.00297,0.21695,0.20465,0.30713,0.00241,0.00242,0.17702,0.00000,0.03463,0.00000,0.06852,0.36140
2026-09-13T13:25:08.078,1789280708.078,,1.4432,51.2,1500,0.2,0x0,0.00297,0.29668,0.20525,0.30247,0.00241,0.00242,0.16406,0.00362,0.03769,0.00000,0.07118,0.35445
2026-09-13T13:25:09.104,1789280709.104,,1.4059,51.2,1500,0.0,0x0,0.00297,0.21859,0.20350,0.30713,0.00241,0.00222,0.16410,0.05066,0.01537,0.00000,0.07108,0.36783
2026-09-13T13:25:10.130,1789280710.131,,1.4314,51.8,1500,0.0,0x0,0.00312,0.21851,0.20566,0.30571,0.00282,0.00222,0.16415,0.05784,0.04209,0.00000,0.07492,0.35433
2026-09-13T13:25:11.156,1789280711.157,,1.6902,51.8,1500,0.0,0x0,0.00297,0.21783,0.22296,0.29888,0.00241,0.00222,0.26467,0.20974,0.03443,0.00000,0.07242,0.36166
2026-09-13T13:25:12.182,1789280712.183,,1.5741,50.1,1500,0.0,0x0,0.00307,0.21549,0.20767,0.30594,0.00221,0.00222,0.17054,0.19889,0.03243,0.00000,0.07475,0.36088
2026-09-13T13:25:13.209,1789280713.209,,1.5999,51.2,1500,0.0,0x0,0.00297,0.21510,0.20552,0.31116,0.00282,0.00222,0.17366,0.20205,0.05244,0.00000,0.07057,0.36140
2026-09-13T13:25:14.235,1789280714.235,,1.4338,51.2,1500,0.0,0x0,0.00312,0.21929,0.20477,0.30186,0.00241,0.00242,0.21225,0.01811,0.03528,0.00000,0.07307,0.36127
2026-09-13T13:25:15.261,1789280715.262,,1.3670,51.8,1500,0.0,0x0,0.00307,0.21801,0.20660,0.30670,0.00282,0.00222,0.16415,0.00000,0.03134,0.00000,0.07119,0.36088
2026-09-13T13:25:16.287,1789280716.288,,1.3689,51.2,1500,0.2,0x0,0.00312,0.21646,0.20424,0.30537,0.00242,0.00242,0.18014,0.00000,0.02045,0.00000,0.07305,0.36127
2026-09-13T13:25:17.313,1789280717.314,,1.3851,51.8,1500,0.0,0x0,0.00321,0.22299,0.20781,0.30221,0.00282,0.00242,0.16803,0.00000,0.04192,0.00000,0.07244,0.36127
2026-09-13T13:25:18.340,1789280718.340,,1.3879,52.4,1500,0.0,0x0,0.00312,0.21881,0.21736,0.30537,0.00241,0.00242,0.17419,0.00362,0.03023,0.00000,0.06910,0.36127
2026-09-13T13:25:19.366,1789280719.366,,1.9109,51.2,1500,1.5,0x0,0.00312,0.22007,0.20788,0.31811,0.00282,0.00242,0.16382,0.05077,0.08385,0.00118,0.06910,0.78774
2026-09-13T13:25:20.392,1789280720.392,,2.6635,52.9,2400,36.2,0x0,0.00302,0.22200,0.20249,0.32913,0.00241,0.00201,0.15127,0.08696,0.10433,0.00000,0.06879,1.49105
2026-09-13T13:25:21.418,1789280721.418,,3.7498,53.5,2400,25.1,0x0,0.00312,0.29186,0.33001,0.33335,0.00322,0.00222,0.19938,0.20235,0.08928,0.00682,0.07151,2.21664
2026-09-13T13:25:22.443,1789280722.444,,3.6682,54.5,2400,25.1,0x0,0.00297,0.22115,0.20470,0.32271,0.00322,0.00222,0.18652,0.20581,0.03870,0.00000,0.07290,2.40728
2026-09-13T13:25:23.469,1789280723.470,,2.9266,54.5,2400,25.1,0x0,0.00311,0.24605,0.20223,0.35640,0.00181,0.00242,0.18361,0.05074,0.11613,0.00799,0.07165,1.68444
2026-09-13T13:25:24.496,1789280724.497,,3.4500,55.1,2400,25.2,0x0,0.00297,0.32152,0.20632,0.35573,0.00282,0.00222,0.17419,0.00361,0.18919,0.00265,0.07097,2.11777
2026-09-13T13:25:25.524,1789280725.524,,3.4153,55.1,2400,25.1,0x0,0.00311,0.21939,0.20323,0.32210,0.00282,0.00222,0.17449,0.00362,0.04313,0.00119,0.07114,2.36885
2026-09-13T13:25:26.551,1789280726.551,,3.2318,55.6,2400,25.3,0x0,0.00297,0.22506,0.21305,0.32117,0.00241,0.00222,0.16079,0.00361,0.05280,0.00089,0.07071,2.17612
2026-09-13T13:25:27.577,1789280727.577,,3.2606,55.6,2400,24.9,0x0,0.00297,0.22642,0.20337,0.32785,0.00241,0.00262,0.16097,0.00000,0.08701,0.00296,0.07195,2.17206
2026-09-13T13:25:28.603,1789280728.603,,3.6399,55.6,2400,25.2,0x0,0.00307,0.22766,0.20518,0.35285,0.00322,0.00222,0.18320,0.20250,0.16113,0.00387,0.07036,2.22462
2026-09-13T13:25:29.629,1789280729.630,,3.1282,56.2,2400,31.3,0x0,0.00302,0.21617,0.20350,0.33669,0.00322,0.00222,0.15749,0.23476,0.28596,0.00059,0.07437,1.61017
2026-09-13T13:25:30.656,1789280730.657,,3.0027,55.6,2400,25.5,0x0,0.00312,0.23778,0.20444,0.38453,0.00282,0.00242,0.23449,0.21303,0.06465,0.00000,0.07058,1.58482
2026-09-13T13:25:31.683,1789280731.684,,3.4869,55.6,2400,25.1,0x0,0.00312,0.24237,0.20444,0.31985,0.00282,0.00242,0.18382,0.20989,0.07229,0.00414,0.07167,2.17011
2026-09-13T13:25:32.709,1789280732.710,,3.5918,56.8,2400,33.6,0x0,0.00292,0.30137,0.20982,0.33272,0.00282,0.00262,0.17035,0.20597,0.11740,0.01094,0.07404,2.16083
2026-09-13T13:25:33.736,1789280733.737,,3.5063,55.1,2400,32.4,0x0,0.00297,0.21743,0.21614,0.32510,0.00242,0.00222,0.17035,0.18799,0.06877,0.00355,0.07406,2.23528
2026-09-13T13:25:34.763,1789280734.763,,3.6324,56.2,2400,32.5,0x0,0.00297,0.27170,0.20477,0.31925,0.00241,0.00222,0.16452,0.17693,0.05490,0.00030,0.07157,2.36088
2026-09-13T13:25:35.790,1789280735.790,,3.3737,57.3,2400,40.0,0x0,0.00311,0.22553,0.21807,0.32274,0.00261,0.00222,0.19606,0.00000,0.05651,0.00000,0.06985,2.27700
2026-09-13T13:25:36.817,1789280736.817,,3.5180,58.4,2400,32.3,0x0,0.00312,0.23813,0.20411,0.33512,0.00262,0.00262,0.15458,0.01085,0.10309,0.00860,0.07041,2.38480
2026-09-13T13:25:37.843,1789280737.844,,3.8587,57.3,2400,32.7,0x0,0.00307,0.21994,0.27977,0.32318,0.00282,0.00242,0.25455,0.20602,0.10222,0.00030,0.07380,2.39062
2026-09-13T13:25:38.872,1789280738.873,,3.7187,57.9,2400,32.4,0x0,0.00297,0.23401,0.28084,0.33696,0.00282,0.00222,0.24668,0.19904,0.11491,0.00325,0.07112,2.22386
2026-09-13T13:25:39.899,1789280739.900,,3.7529,57.9,2400,32.3,0x0,0.00306,0.22600,0.20350,0.33872,0.00282,0.00222,0.22871,0.19904,0.11725,0.00029,0.06966,2.36159
2026-09-13T13:25:40.927,1789280740.927,,3.9427,57.9,2400,32.8,0x0,0.00297,0.21841,0.20889,0.34367,0.00261,0.00242,0.20000,0.18465,0.25171,0.00595,0.06858,2.45289
2026-09-13T13:25:41.955,1789280741.956,,3.5946,58.4,2400,32.8,0x0,0.00312,0.21939,0.20350,0.32099,0.00342,0.00262,0.15740,0.17732,0.06372,0.00000,0.06843,2.37468
2026-09-13T13:25:42.982,1789280742.982,,3.6115,57.9,2400,32.9,0x0,0.00307,0.21783,0.20552,0.32797,0.00262,0.00222,0.20611,0.18035,0.05108,0.00000,0.07049,2.34422
2026-09-13T13:25:44.009,1789280744.009,,3.7379,57.9,2400,32.9,0x0,0.00312,0.22044,0.20767,0.33439,0.00282,0.00222,0.18065,0.18456,0.21993,0.00325,0.06727,2.31163
2026-09-13T13:25:45.036,1789280745.036,,3.5289,58.4,2400,33.1,0x0,0.00297,0.21967,0.20337,0.31576,0.00241,0.00242,0.17371,0.18405,0.06797,0.00000,0.06957,2.28703
2026-09-13T13:25:46.065,1789280746.065,,2.9127,57.9,2400,33.4,0x0,0.00312,0.23870,0.20424,0.32980,0.00261,0.00262,0.17044,0.20276,0.04738,0.00000,0.06850,1.64255
2026-09-13T13:25:47.095,1789280747.095,,3.6166,59.0,2400,39.9,0x0,0.00312,0.21685,0.21750,0.32448,0.00261,0.00262,0.20564,0.20250,0.08172,0.00265,0.07058,2.28634
2026-09-13T13:25:48.122,1789280748.122,,3.9801,59.0,2400,33.1,0x0,0.00312,0.21372,0.33216,0.32989,0.00241,0.00262,0.18009,0.23091,0.11768,0.00000,0.07252,2.49496
2026-09-13T13:25:49.148,1789280749.149,,3.3732,59.5,2400,32.9,0x0,0.00297,0.23646,0.20632,0.33030,0.00241,0.00222,0.20323,0.20648,0.13666,0.00148,0.06841,1.97625
2026-09-13T13:25:50.174,1789280750.175,,8.7343,58.4,2400,35.3,0x0,0.00302,0.25628,0.20673,0.37333,0.00241,0.00202,0.15807,0.14475,0.07892,0.00207,0.07165,7.43507
2026-09-13T13:25:51.202,1789280751.203,,3.4220,59.0,2400,37.5,0x0,0.00297,0.23747,0.20691,0.32917,0.00241,0.00222,0.15798,0.00000,0.11932,0.00680,0.07041,2.28634
2026-09-13T13:25:52.229,1789280752.230,,3.6624,59.5,2400,32.5,0x0,0.00311,0.22241,0.20444,0.32622,0.00261,0.00242,0.18039,0.16953,0.07248,0.00268,0.07026,2.40583
2026-09-13T13:25:53.255,1789280753.256,,3.6301,59.0,2400,32.6,0x0,0.00302,0.21967,0.20625,0.32994,0.00241,0.00221,0.18361,0.17999,0.04983,0.00000,0.07265,2.38050
2026-09-13T13:25:54.284,1789280754.284,,4.3562,59.0,2400,38.5,0x0,0.00307,0.27092,0.20337,0.40563,0.00261,0.00322,0.15758,0.05802,0.41390,0.01185,0.06802,2.75801
2026-09-13T13:25:55.312,1789280755.313,,2.9512,59.0,2400,34.5,0x0,0.00311,0.25765,0.21965,0.35588,0.00262,0.00242,0.18299,0.05065,0.21506,0.00385,0.06965,1.58769
2026-09-13T13:25:56.339,1789280756.340,,2.9972,58.4,2400,35.0,0x0,0.00311,0.25897,0.24476,0.35588,0.00242,0.00222,0.16967,0.19127,0.21571,0.00706,0.07240,1.47377
2026-09-13T13:25:57.371,1789280757.372,,3.8126,57.9,2400,28.6,0x0,0.00306,0.23511,0.21097,0.33495,0.00261,0.00222,0.25441,0.21713,0.09811,0.00000,0.07136,2.38265
2026-09-13T13:25:58.398,1789280758.398,,2.6767,57.9,2400,32.4,0x0,0.00297,0.22688,0.20485,0.32738,0.00282,0.00222,0.18372,0.00361,0.11455,0.00059,0.07058,1.53658
2026-09-13T13:25:59.425,1789280759.426,,5.2226,58.4,2400,43.2,0x0,0.00302,0.31669,0.20673,0.32803,0.00322,0.00222,0.16723,0.03978,0.04698,0.00059,0.06922,4.03893
2026-09-13T13:26:00.552,1789280760.553,,5.0370,60.0,2400,50.0,0x0,0.00302,0.29990,0.20660,0.33164,0.00221,0.00221,0.17697,0.03969,0.14264,0.00706,0.07182,3.75327
2026-09-13T13:26:01.579,1789280761.579,,4.1684,60.0,2400,50.7,0x0,0.00292,0.24493,0.20303,0.33771,0.00281,0.00222,0.17737,0.20612,0.15557,0.00385,0.06976,2.76216
2026-09-13T13:26:02.605,1789280762.605,,5.6027,59.0,2400,50.9,0x0,0.00297,0.21851,0.20444,0.32134,0.00241,0.00242,0.16718,0.19473,0.08943,0.00119,0.06974,4.32833
2026-09-13T13:26:03.632,1789280763.633,,3.6353,59.0,2400,46.7,0x0,0.00311,0.21929,0.20350,0.31942,0.00241,0.00242,0.16765,0.00000,0.12163,0.00325,0.06807,2.52457
2026-09-13T13:26:04.658,1789280764.658,,2.7473,59.0,2400,25.8,0x0,0.00311,0.23503,0.21656,0.32640,0.00241,0.00242,0.19611,0.00363,0.08092,0.00118,0.06987,1.60968
2026-09-13T13:26:05.686,1789280765.687,,5.5394,57.9,2400,25.9,0x0,0.00302,0.31392,0.22789,0.38455,0.00241,0.00262,0.25126,0.05786,0.32066,0.01803,0.06957,3.88757
2026-09-13T13:26:06.715,1789280766.715,,5.4768,60.6,2400,51.9,0x0,0.00311,0.21977,0.34782,0.32210,0.00282,0.00242,0.17742,0.22793,0.05160,0.00413,0.06953,4.04812
2026-09-13T13:26:07.743,1789280767.744,,5.4098,60.6,2400,61.4,0x0,0.00297,0.24014,0.21822,0.32080,0.00282,0.00282,0.17390,0.19834,0.09704,0.00589,0.06812,4.07876
2026-09-13T13:26:08.770,1789280768.771,,6.3612,62.2,2400,62.1,0x0,0.00307,0.23433,0.20906,0.38259,0.00241,0.00282,0.24085,0.24168,0.37939,0.00977,0.07046,4.58478
2026-09-13T13:26:09.804,1789280769.804,,3.0623,62.2,2400,60.9,0x0,0.00307,0.23702,0.20955,0.33012,0.00241,0.00262,0.23871,0.17732,0.14053,0.00297,0.06792,1.65002
2026-09-13T13:26:10.831,1789280770.832,,4.2888,63.9,2400,57.6,0x0,0.00297,0.24337,0.20424,0.32292,0.00241,0.00242,0.18330,0.18752,0.07417,0.00000,0.07011,2.99534
2026-09-13T13:26:11.862,1789280771.862,,5.6091,62.8,2400,61.3,0x0,0.00292,0.22075,0.20303,0.34084,0.00282,0.00282,0.16713,0.20968,0.06253,0.00236,0.06983,4.32442
2026-09-13T13:26:12.889,1789280772.889,,4.6842,63.4,2400,61.3,0x0,0.00297,0.24226,0.20767,0.33733,0.00282,0.00282,0.23122,0.18054,0.18221,0.00652,0.07142,3.21646
2026-09-13T13:26:13.916,1789280773.916,,6.5234,63.4,2400,60.6,0x0,0.00297,0.23057,0.20573,0.34417,0.00282,0.00282,0.19301,0.04351,0.38145,0.00118,0.06829,5.04685
2026-09-13T13:26:14.962,1789280774.962,,5.3393,62.8,2400,54.7,0x0,0.00287,0.23103,0.20660,0.32503,0.00242,0.00262,0.16387,0.00362,0.07512,0.00771,0.06978,4.24861
2026-09-13T13:26:15.990,1789280775.990,,4.9631,61.7,2400,60.9,0x0,0.00312,0.21831,0.20525,0.31916,0.00302,0.00242,0.17999,0.00000,0.05168,0.00651,0.06776,3.90586
2026-09-13T13:26:17.016,1789280777.017,,3.8482,63.4,2400,61.0,0x0,0.00302,0.29238,0.20525,0.38259,0.00242,0.00242,0.16447,0.00000,0.39123,0.01177,0.06792,2.32477
2026-09-13T13:26:18.043,1789280778.043,,5.2481,63.9,2400,60.2,0x0,0.00312,0.26107,0.20518,0.36504,0.00241,0.00181,0.17073,0.05070,0.09347,0.01749,0.07072,4.00633
2026-09-13T13:26:19.070,1789280779.070,,4.3382,63.9,2400,62.3,0x0,0.00302,0.24437,0.20444,0.32643,0.00281,0.00242,0.17059,0.20958,0.17909,0.00000,0.06917,2.92629
2026-09-13T13:26:20.100,1789280780.100,,8.8923,63.9,2400,60.4,0x0,0.00297,0.22200,0.20337,0.39530,0.00242,0.00222,0.17059,0.20921,0.21268,0.00445,0.07215,7.39499
2026-09-13T13:26:21.129,1789280781.129,,4.4519,64.5,2400,60.5,0x0,0.00302,0.33260,0.20982,0.37507,0.00241,0.00282,0.17054,0.23885,0.28342,0.01598,0.06985,2.74756
2026-09-13T13:26:22.155,1789280782.156,,2.9133,61.1,2400,49.1,0x0,0.00287,0.27017,0.20411,0.36173,0.00241,0.00262,0.19617,0.17670,0.24856,0.00711,0.07064,1.37021
2026-09-13T13:26:23.181,1789280783.181,,2.0470,60.0,2400,20.0,0x0,0.00297,0.21743,0.20566,0.37026,0.00282,0.00242,0.29166,0.17710,0.03912,0.00000,0.06883,0.66877
2026-09-13T13:26:24.206,1789280784.207,,1.8860,58.4,2400,0.5,0x0,0.00297,0.21851,0.21951,0.32134,0.00242,0.00222,0.17035,0.18415,0.03252,0.00000,0.07080,0.66121
2026-09-13T13:26:25.233,1789280785.233,,2.8828,57.9,2400,21.5,0x0,0.00287,0.23422,0.20458,0.33539,0.00241,0.00262,0.18065,0.17693,0.10853,0.00089,0.07182,1.56187
2026-09-13T13:26:26.260,1789280786.260,,5.7218,59.5,2400,26.9,0x0,0.00306,0.31616,0.21003,0.39152,0.00282,0.00282,0.14801,0.18396,0.26516,0.01800,0.06711,4.11311
2026-09-13T13:26:27.292,1789280787.292,,9.0956,63.9,2400,100.0,0x0,0.00311,0.32538,0.27930,0.41243,0.00281,0.00222,0.18699,0.19720,0.50566,0.00710,0.07014,7.10323
2026-09-13T13:26:28.325,1789280788.325,,7.6025,65.5,2400,99.8,0x0,0.00302,0.24972,0.34099,0.34930,0.00322,0.00181,0.19983,0.21330,0.17713,0.00177,0.06703,5.99533
2026-09-13T13:26:29.361,1789280789.361,,8.9235,67.2,2400,99.0,0x0,0.00297,0.28743,0.20552,0.39659,0.00281,0.00282,0.19006,0.15899,0.41885,0.00649,0.06683,7.18415
2026-09-13T13:26:30.391,1789280790.391,,2.5665,61.1,2400,47.6,0x0,0.00287,0.23903,0.20566,0.32292,0.00242,0.00181,0.16447,0.18094,0.03757,0.00030,0.07054,1.33794
2026-09-13T13:26:31.417,1789280791.418,,3.1707,60.0,2400,25.1,0x0,0.00307,0.29783,0.20680,0.37733,0.00241,0.00262,0.17692,0.00000,0.41079,0.00825,0.06803,1.61668
2026-09-13T13:26:32.444,1789280792.445,,3.1195,62.8,2400,52.6,0x0,0.00297,0.22704,0.20518,0.34900,0.00281,0.00282,0.15170,0.20478,0.17670,0.00295,0.07127,1.72228
2026-09-13T13:26:33.472,1789280793.473,,5.8820,65.5,2400,86.1,0x0,0.00297,0.21851,0.20518,0.31811,0.00281,0.00282,0.17682,0.18776,0.03560,0.00000,0.06922,4.66215
2026-09-13T13:26:34.509,1789280794.509,,6.6159,67.2,2400,93.2,0x0,0.00297,0.25686,0.20504,0.31590,0.00282,0.00242,0.16401,0.20622,0.03824,0.00178,0.06937,5.35024
2026-09-13T13:26:35.543,1789280795.544,,7.7951,67.2,2400,92.7,0x0,0.00311,0.26623,0.20169,0.31766,0.00282,0.00282,0.17994,0.21664,0.03865,0.00000,0.07098,6.49452
2026-09-13T13:26:36.572,1789280796.572,,8.9585,66.7,2400,92.9,0x0,0.00297,0.23800,0.20411,0.37702,0.00282,0.00241,0.14793,0.18067,0.50176,0.00918,0.06621,7.22542
2026-09-13T13:26:37.617,1789280797.617,,6.0731,68.3,2400,91.8,0x0,0.00311,0.21851,0.20612,0.32093,0.00261,0.00242,0.17682,0.22810,0.03136,0.00000,0.06781,4.81527
2026-09-13T13:26:38.653,1789280798.653,,7.5022,68.3,2400,93.8,0x0,0.00297,0.26828,0.20350,0.34749,0.00242,0.00242,0.15127,0.23487,0.20667,0.00860,0.06563,6.00811
2026-09-13T13:26:39.685,1789280799.685,,4.7510,68.3,2400,94.2,0x0,0.00311,0.30457,0.20223,0.33170,0.00241,0.00262,0.15475,0.18081,0.04930,0.00000,0.06796,3.45150
2026-09-13T13:26:40.720,1789280800.721,,7.0463,69.4,2400,87.8,0x0,0.00301,0.26952,0.20518,0.35802,0.00241,0.00262,0.18009,0.17750,0.04209,0.00177,0.06828,5.73576
2026-09-13T13:26:41.749,1789280801.749,,8.2375,67.8,2400,92.3,0x0,0.00297,0.26562,0.20605,0.32134,0.00241,0.00242,0.15798,0.01804,0.16582,0.00618,0.06819,7.02046
2026-09-13T13:26:42.779,1789280802.780,,5.4777,67.8,2400,92.2,0x0,0.00297,0.21713,0.20552,0.35627,0.00281,0.00242,0.17044,0.05799,0.38478,0.02529,0.06892,3.98317
2026-09-13T13:26:43.807,1789280803.807,,4.4579,67.8,2400,90.9,0x0,0.00297,0.25831,0.20390,0.35276,0.00282,0.00282,0.17092,0.19108,0.38492,0.00649,0.06626,2.81466
2026-09-13T13:26:44.836,1789280804.837,,3.9891,68.3,2400,91.3,0x0,0.00302,0.28770,0.20411,0.37557,0.00241,0.00262,0.17087,0.18180,0.17565,0.00977,0.06623,2.50940
2026-09-13T13:26:45.865,1789280805.866,,8.1559,68.3,2400,92.4,0x0,0.00287,0.26940,0.33968,0.37733,0.00281,0.00242,0.18652,0.17314,0.09441,0.00089,0.06652,6.63995
2026-09-13T13:26:46.900,1789280806.900,,5.4137,68.8,2400,92.4,0x0,0.00302,0.25484,0.20781,0.32994,0.00282,0.00282,0.16061,0.17857,0.24410,0.01126,0.06479,3.95315
2026-09-13T13:26:47.930,1789280807.931,,2.7235,64.5,2400,27.4,0x0,0.00297,0.23914,0.20612,0.34574,0.00281,0.00282,0.17672,0.25668,0.12998,0.00207,0.06909,1.28938
2026-09-13T13:26:48.958,1789280808.958,,1.9410,61.1,2400,4.4,0x0,0.00297,0.21675,0.23042,0.32080,0.00282,0.00282,0.17068,0.20478,0.04403,0.00000,0.06755,0.67734
2026-09-13T13:26:49.983,1789280809.984,,1.9753,61.7,2400,2.2,0x0,0.00307,0.21997,0.20660,0.31941,0.00241,0.00262,0.23476,0.20560,0.03557,0.00000,0.06832,0.67693
2026-09-13T13:26:51.009,1789280811.009,,2.9846,62.2,2400,33.6,0x0,0.00297,0.21987,0.20639,0.33872,0.00282,0.00282,0.16107,0.20220,0.17737,0.00148,0.06867,1.60027
2026-09-13T13:26:52.034,1789280812.035,,3.8665,62.2,2400,24.9,0x0,0.00307,0.26955,0.20612,0.32292,0.00241,0.00262,0.17111,0.18392,0.08594,0.00000,0.06957,2.54923
2026-09-13T13:26:53.060,1789280813.061,,3.5581,62.8,2400,25.1,0x0,0.00297,0.23259,0.20625,0.33314,0.00282,0.00282,0.17366,0.00000,0.10746,0.00178,0.07213,2.42250
2026-09-13T13:26:54.087,1789280814.087,,3.6187,62.2,2400,25.3,0x0,0.00268,0.28198,0.20417,0.36349,0.00261,0.00242,0.17346,0.00362,0.21090,0.02106,0.06912,2.28317
2026-09-13T13:26:55.114,1789280815.114,,3.6734,62.8,2400,25.3,0x0,0.00287,0.22251,0.20518,0.34398,0.00281,0.00242,0.17044,0.00362,0.22918,0.00945,0.06718,2.41380
2026-09-13T13:26:56.242,1789280816.243,,3.2392,62.8,2400,24.9,0x0,0.00307,0.26767,0.20377,0.32803,0.00261,0.00262,0.17025,0.00362,0.07675,0.00118,0.06854,2.11108
2026-09-13T13:26:57.268,1789280817.268,,3.4187,61.7,2400,25.1,0x0,0.00307,0.22163,0.20660,0.31766,0.00241,0.00181,0.16723,0.00362,0.09269,0.00000,0.06858,2.33343
2026-09-13T13:26:58.294,1789280818.294,,3.6381,62.2,2400,25.1,0x0,0.00311,0.21821,0.34195,0.32625,0.00402,0.00222,0.19650,0.00000,0.05621,0.00089,0.06839,2.42031
2026-09-13T13:26:59.319,1789280819.320,,3.5025,62.8,2400,25.1,0x0,0.00287,0.22095,0.20639,0.32503,0.00261,0.00242,0.17059,0.19488,0.04945,0.00030,0.06780,2.25923
2026-09-13T13:27:00.345,1789280820.346,,3.0168,62.2,2400,33.1,0x0,0.00297,0.23546,0.20532,0.32643,0.00241,0.00242,0.17375,0.19498,0.07212,0.00118,0.07058,1.72922
2026-09-13T13:27:01.371,1789280821.371,,2.9217,61.7,2400,25.2,0x0,0.00302,0.21831,0.21284,0.32292,0.00241,0.00181,0.18034,0.21330,0.10886,0.00354,0.07045,1.58387
2026-09-13T13:27:02.397,1789280822.398,,3.3354,61.7,2400,25.2,0x0,0.00311,0.22912,0.20552,0.33170,0.00241,0.00242,0.17702,0.20968,0.11964,0.00265,0.07028,1.98183
2026-09-13T13:27:03.424,1789280823.424,,3.7747,62.2,2400,34.3,0x0,0.00297,0.24181,0.20470,0.33669,0.00302,0.00282,0.17682,0.23085,0.14316,0.01038,0.07144,2.35007
2026-09-13T13:27:04.450,1789280824.451,,3.8073,63.4,2400,32.8,0x0,0.00297,0.28211,0.27761,0.32143,0.00282,0.00282,0.17702,0.19834,0.07750,0.00030,0.07380,2.39062
2026-09-13T13:27:05.476,1789280825.477,,3.5895,62.2,2400,32.3,0x0,0.00311,0.24259,0.21973,0.32327,0.00241,0.00242,0.19573,0.18094,0.06919,0.00473,0.06838,2.27700
2026-09-13T13:27:06.503,1789280826.504,,4.6927,65.0,2400,37.7,0x0,0.00311,0.26689,0.20566,0.33696,0.00282,0.00242,0.19006,0.00000,0.40418,0.00000,0.06418,3.21646
2026-09-13T13:27:07.530,1789280827.531,,3.7395,63.9,2400,34.3,0x0,0.00282,0.31201,0.20431,0.37353,0.00242,0.00262,0.29444,0.00361,0.04850,0.00000,0.06765,2.42754
2026-09-13T13:27:08.556,1789280828.557,,3.7109,62.8,2400,32.5,0x0,0.00287,0.23992,0.20573,0.31607,0.00282,0.00242,0.17068,0.19118,0.12839,0.00000,0.06966,2.38122
